Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Demand_Supply_Ratio,Demand_class,Supply_class,base_cost,demand_supply_factor,Peak_hour,S/D_surge_charge,Vehical_charge,Location_time_surge,loyalty_discount,New_cost
83,29,Urban,Silver,78,4.42,Afternoon,Premium,23,111.179341237614,2.8620689655172415,Higher_demand,Lower_supply,80.5,1.8620689655172415,low peak,52.463793103448275,4.025,0.0,4.025,132.96379310344827
91,31,Urban,Regular,12,4.39,Night,Economy,39,163.21458328772866,2.935483870967742,Higher_demand,Lower_supply,136.5,1.935483870967742,low peak,92.46774193548386,3.4125,0.0,1.365,231.01524193548383
44,28,Rural,Regular,31,4.92,Night,Premium,132,402.856989480614,1.5714285714285714,Lower_demand,Higher_supply,462.0,0.5714285714285714,low peak,0.0,23.1,0.0,4.62,480.48
96,12,Suburban,Gold,15,4.97,Night,Economy,90,289.2351908680133,8.0,Higher_demand,Lower_supply,315.0,7.0,Peak hours,771.7499999999999,7.875,15.75,31.5,1078.875
77,46,Suburban,Regular,97,4.2,Afternoon,Premium,25,150.53929481479082,1.673913043478261,Lower_demand,Higher_supply,87.5,0.673913043478261,low peak,0.0,4.375,0.0,0.875,91.0
91,80,Rural,Gold,74,4.74,Night,Economy,46,194.93555934032696,1.1375,Lower_demand,Higher_supply,161.0,0.13749999999999996,low peak,0.0,4.025,0.0,16.1,148.925
93,42,Rural,Silver,75,4.66,Morning,Economy,160,674.6485035775572,2.2142857142857144,Lower_demand,Higher_supply,560.0,1.2142857142857144,low peak,0.0,14.0,0.0,28.0,546.0
41,9,Rural,Silver,73,3.51,Morning,Economy,150,551.5572340398235,4.555555555555555,Higher_demand,Lower_supply,525.0,3.5555555555555554,Peak hours,653.3333333333333,13.125,15.75,26.25,1180.9583333333333
61,44,Suburban,Regular,69,4.54,Afternoon,Economy,52,132.2147645898824,1.3863636363636365,Lower_demand,Higher_supply,182.0,0.38636363636363646,low peak,0.0,4.55,0.0,1.82,184.73000000000002
83,10,Urban,Gold,28,3.91,Afternoon,Economy,23,70.11182411078714,8.3,Higher_demand,Lower_supply,80.5,7.0,Peak hours,197.22499999999997,2.0125,8.05,8.05,279.73749999999995
59,22,Rural,Regular,79,4.38,Morning,Premium,93,346.2847096470098,2.6818181818181817,Higher_demand,Lower_supply,325.5,1.6818181818181817,low peak,191.60113636363633,16.275000000000002,0.0,3.255,530.1211363636363
42,31,Suburban,Gold,62,4.95,Night,Premium,13,102.04473025177862,1.3548387096774193,Lower_demand,Higher_supply,45.5,0.35483870967741926,low peak,0.0,2.275,0.0,4.55,43.225
81,16,Suburban,Regular,73,4.89,Night,Economy,125,494.1401793052489,5.0625,Higher_demand,Lower_supply,437.5,4.0625,Peak hours,622.0703125,10.9375,21.875,4.375,1088.0078125
72,19,Rural,Gold,89,4.74,Morning,Premium,45,183.658314681842,3.789473684210526,Higher_demand,Lower_supply,157.5,2.789473684210526,Peak hours,153.76973684210523,7.875,4.725,15.75,308.1197368421052
43,9,Rural,Silver,2,4.12,Morning,Economy,126,436.5576476487414,4.777777777777778,Higher_demand,Lower_supply,441.0,3.7777777777777777,Peak hours,583.1,11.025,13.229999999999999,22.05,1026.305
74,33,Urban,Silver,82,4.13,Afternoon,Economy,10,31.362081322241885,2.242424242424242,Lower_demand,Higher_supply,35.0,1.2424242424242422,low peak,0.0,0.875,0.0,1.75,34.125
68,45,Rural,Silver,65,4.19,Evening,Economy,112,323.4791093139413,1.511111111111111,Lower_demand,Higher_supply,392.0,0.5111111111111111,low peak,0.0,9.8,0.0,19.6,382.2
36,13,Urban,Silver,84,4.88,Evening,Premium,140,505.3840569466695,2.769230769230769,Higher_demand,Lower_supply,490.0,1.7692307692307692,low peak,303.4230769230769,24.5,0.0,24.5,793.4230769230769
51,5,Urban,Gold,0,4.59,Afternoon,Premium,92,320.8576215627125,10.2,Higher_demand,Lower_supply,322.0,7.0,Peak hours,788.8999999999999,16.1,32.2,32.2,1126.9999999999998
63,23,Urban,Silver,48,4.09,Evening,Economy,49,214.5660524456202,2.739130434782609,Higher_demand,Lower_supply,171.5,1.7391304347826089,low peak,104.3913043478261,4.2875000000000005,0.0,8.575000000000001,271.60380434782616
96,29,Urban,Regular,84,3.65,Night,Economy,176,758.5015334295354,3.310344827586207,Higher_demand,Lower_supply,616.0,2.310344827586207,Peak hours,498.1103448275861,15.4,61.6,6.16,1184.9503448275862
94,59,Suburban,Regular,84,4.38,Morning,Premium,175,665.7295341217325,1.5932203389830508,Lower_demand,Higher_supply,612.5,0.5932203389830508,low peak,0.0,30.625,0.0,6.125,637.0
74,32,Suburban,Regular,2,4.7,Evening,Premium,38,171.06636292972274,2.3125,Higher_demand,Lower_supply,133.0,1.3125,low peak,61.096875,6.65,0.0,1.33,199.416875
91,13,Rural,Silver,32,3.6,Morning,Premium,160,647.3526381087524,7.0,Higher_demand,Lower_supply,560.0,6.0,Peak hours,1175.9999999999998,28.0,16.8,28.0,1752.7999999999997
69,12,Suburban,Regular,42,4.34,Afternoon,Premium,158,608.1282399929386,5.75,Higher_demand,Lower_supply,553.0,4.75,Peak hours,919.3625,27.650000000000002,27.650000000000002,5.53,1522.1325000000002
51,20,Rural,Silver,57,3.68,Night,Economy,67,246.92292493661097,2.55,Higher_demand,Lower_supply,234.5,1.5499999999999998,low peak,127.21624999999997,5.862500000000001,0.0,11.725000000000001,355.85374999999993
45,17,Rural,Gold,10,4.93,Night,Premium,148,430.0665305032927,2.6470588235294117,Higher_demand,Lower_supply,518.0,1.6470588235294117,low peak,298.6117647058823,25.900000000000002,0.0,51.800000000000004,790.7117647058823
92,34,Suburban,Regular,98,3.99,Night,Economy,140,396.6387527092545,2.7058823529411766,Higher_demand,Lower_supply,490.0,1.7058823529411766,low peak,292.55882352941177,12.25,0.0,4.9,789.9088235294117
69,36,Suburban,Gold,55,4.74,Morning,Economy,109,436.0114486061054,1.9166666666666667,Lower_demand,Higher_supply,381.5,0.9166666666666667,low peak,0.0,9.5375,0.0,38.15,352.88750000000005
56,14,Suburban,Silver,30,3.67,Night,Economy,48,202.9454568505992,4.0,Higher_demand,Lower_supply,168.0,3.0,Peak hours,176.39999999999998,4.2,8.4,8.4,348.59999999999997
43,26,Rural,Regular,59,4.91,Afternoon,Economy,175,731.7816872483901,1.6538461538461537,Lower_demand,Higher_supply,612.5,0.6538461538461537,low peak,0.0,15.3125,0.0,6.125,621.6875
86,48,Urban,Silver,37,4.15,Night,Economy,84,216.05054809363543,1.7916666666666667,Lower_demand,Higher_supply,294.0,0.7916666666666667,low peak,0.0,7.3500000000000005,0.0,14.700000000000001,286.65000000000003
61,34,Urban,Gold,82,3.99,Night,Premium,10,83.86835620425342,1.7941176470588236,Lower_demand,Higher_supply,35.0,0.7941176470588236,low peak,0.0,1.75,0.0,3.5,33.25
50,36,Suburban,Gold,18,4.61,Night,Economy,145,572.2420492964254,1.3888888888888888,Lower_demand,Higher_supply,507.5,0.38888888888888884,low peak,0.0,12.6875,0.0,50.75,469.4375
73,34,Urban,Regular,95,4.31,Morning,Premium,21,118.8070474355678,2.1470588235294117,Lower_demand,Higher_supply,73.5,1.1470588235294117,low peak,0.0,3.6750000000000003,0.0,0.735,76.44
76,7,Urban,Gold,76,4.35,Morning,Economy,72,245.8935711917164,10.857142857142858,Higher_demand,Lower_supply,252.0,7.0,Peak hours,617.4,6.300000000000001,25.200000000000003,25.200000000000003,875.6999999999999
87,41,Urban,Regular,87,4.36,Night,Economy,87,387.1117403297744,2.1219512195121952,Lower_demand,Higher_supply,304.5,1.1219512195121952,low peak,0.0,7.612500000000001,0.0,3.045,309.0675
53,33,Rural,Regular,40,3.8,Morning,Premium,139,507.9505746530285,1.606060606060606,Lower_demand,Higher_supply,486.5,0.606060606060606,low peak,0.0,24.325000000000003,0.0,4.865,505.96
71,8,Suburban,Silver,57,3.68,Night,Economy,75,249.302974601016,8.875,Higher_demand,Lower_supply,262.5,7.0,Peak hours,643.1249999999999,6.5625,13.125,13.125,912.1874999999999
32,5,Rural,Gold,80,3.55,Night,Economy,14,45.91711193197189,6.4,Higher_demand,Lower_supply,49.0,5.4,Peak hours,92.61,1.225,1.47,4.9,139.405
91,30,Suburban,Gold,34,3.69,Afternoon,Economy,96,424.6120578300381,3.033333333333333,Higher_demand,Lower_supply,336.0,2.033333333333333,low peak,239.11999999999998,8.4,0.0,33.6,549.92
47,37,Suburban,Gold,64,3.75,Morning,Economy,31,85.97357530080251,1.2702702702702702,Lower_demand,Higher_supply,108.5,0.2702702702702702,low peak,0.0,2.7125000000000004,0.0,10.850000000000001,100.36250000000001
23,13,Rural,Silver,42,4.55,Night,Economy,87,328.9669925908357,1.7692307692307692,Lower_demand,Higher_supply,304.5,0.7692307692307692,low peak,0.0,7.612500000000001,0.0,15.225000000000001,296.8875
57,20,Rural,Regular,92,3.74,Morning,Economy,53,172.62943414987132,2.85,Higher_demand,Lower_supply,185.5,1.85,low peak,120.11125,4.6375,0.0,1.855,308.39374999999995
48,17,Suburban,Silver,2,4.09,Evening,Economy,85,261.9435328532634,2.823529411764706,Higher_demand,Lower_supply,297.5,1.823529411764706,low peak,189.87500000000003,7.4375,0.0,14.875,479.9375
22,5,Urban,Gold,39,4.92,Evening,Economy,56,199.0416803252397,4.4,Higher_demand,Lower_supply,196.0,3.4000000000000004,Peak hours,233.23999999999998,4.9,19.6,19.6,434.14
60,19,Urban,Silver,37,4.22,Evening,Economy,68,232.2834549147445,3.1578947368421053,Higher_demand,Lower_supply,238.0,2.1578947368421053,Peak hours,179.75263157894736,5.95,23.8,11.9,435.60263157894735
94,42,Rural,Regular,0,4.23,Morning,Premium,36,185.311838106628,2.238095238095238,Lower_demand,Higher_supply,126.0,1.2380952380952381,low peak,0.0,6.300000000000001,0.0,1.26,131.04000000000002
43,6,Suburban,Silver,34,4.4,Morning,Premium,24,153.76143970087224,7.166666666666667,Higher_demand,Lower_supply,84.0,6.166666666666667,Peak hours,181.29999999999998,4.2,4.2,4.2,269.49999999999994
97,18,Suburban,Regular,53,4.25,Night,Premium,26,126.4771352873347,5.388888888888889,Higher_demand,Lower_supply,91.0,4.388888888888889,Peak hours,139.78611111111113,4.55,4.55,0.91,238.97611111111115
47,17,Rural,Silver,7,4.8,Morning,Economy,173,609.5038276051239,2.764705882352941,Higher_demand,Lower_supply,605.5,1.7647058823529411,low peak,373.985294117647,15.137500000000001,0.0,30.275000000000002,964.3477941176471
39,28,Urban,Silver,72,3.76,Afternoon,Premium,87,287.1624375675698,1.3928571428571428,Lower_demand,Higher_supply,304.5,0.3928571428571428,low peak,0.0,15.225000000000001,0.0,15.225000000000001,304.5
50,39,Suburban,Regular,94,3.81,Evening,Premium,139,406.32480651562713,1.2820512820512822,Lower_demand,Higher_supply,486.5,0.28205128205128216,low peak,0.0,24.325000000000003,0.0,4.865,505.96
35,17,Urban,Regular,78,4.4,Evening,Premium,61,249.03711265544783,2.0588235294117645,Lower_demand,Higher_supply,213.5,1.0588235294117645,low peak,0.0,10.675,0.0,2.1350000000000002,222.04000000000002
28,8,Suburban,Regular,69,3.86,Evening,Premium,175,620.9016915662245,3.5,Higher_demand,Lower_supply,612.5,2.5,Peak hours,535.9375,30.625,30.625,6.125,1203.5625
51,32,Rural,Regular,98,4.44,Morning,Premium,51,267.0607016773296,1.59375,Lower_demand,Higher_supply,178.5,0.59375,low peak,0.0,8.925,0.0,1.7850000000000001,185.64000000000001
54,12,Suburban,Silver,84,4.98,Evening,Premium,172,715.7547930992089,4.5,Higher_demand,Lower_supply,602.0,3.5,Peak hours,737.4499999999999,30.1,30.1,30.1,1369.5499999999997
65,10,Urban,Regular,77,4.36,Afternoon,Economy,170,430.385487919734,6.5,Higher_demand,Lower_supply,595.0,5.5,Peak hours,1145.375,14.875,59.5,5.95,1808.8
61,26,Rural,Gold,21,3.85,Morning,Premium,126,604.273047008686,2.3461538461538463,Higher_demand,Lower_supply,441.0,1.3461538461538463,low peak,207.77884615384616,22.05,0.0,44.1,626.7288461538461
46,9,Suburban,Silver,67,4.22,Evening,Premium,47,243.5250631593867,5.111111111111111,Higher_demand,Lower_supply,164.5,4.111111111111111,Peak hours,236.6972222222222,8.225,8.225,8.225,409.4222222222222
73,50,Urban,Regular,7,4.22,Night,Economy,45,176.2144067384048,1.46,Lower_demand,Higher_supply,157.5,0.45999999999999996,low peak,0.0,3.9375,0.0,1.575,159.8625
86,49,Urban,Regular,99,3.51,Night,Economy,130,471.4796320940979,1.7551020408163265,Lower_demand,Higher_supply,455.0,0.7551020408163265,low peak,0.0,11.375,0.0,4.55,461.825
75,7,Suburban,Gold,100,4.13,Morning,Economy,134,453.3769493913552,10.714285714285714,Higher_demand,Lower_supply,469.0,7.0,Peak hours,1149.05,11.725000000000001,23.450000000000003,46.900000000000006,1606.3249999999998
39,29,Suburban,Silver,12,4.24,Evening,Economy,97,251.1073064574406,1.3448275862068966,Lower_demand,Higher_supply,339.5,0.3448275862068966,low peak,0.0,8.4875,0.0,16.975,331.0125
33,6,Rural,Gold,90,4.81,Night,Premium,139,521.8019208244536,5.5,Higher_demand,Lower_supply,486.5,4.5,Peak hours,766.2375,24.325000000000003,14.594999999999999,48.650000000000006,1243.0075
40,29,Suburban,Silver,6,4.94,Night,Premium,71,346.4926515319707,1.3793103448275863,Lower_demand,Higher_supply,248.5,0.3793103448275863,low peak,0.0,12.425,0.0,12.425,248.5
54,35,Suburban,Silver,66,4.4,Night,Economy,77,234.0714535105622,1.542857142857143,Lower_demand,Higher_supply,269.5,0.5428571428571429,low peak,0.0,6.737500000000001,0.0,13.475000000000001,262.7625
53,26,Urban,Gold,54,4.6,Night,Premium,52,184.0244513007148,2.0384615384615383,Lower_demand,Higher_supply,182.0,1.0384615384615383,low peak,0.0,9.1,0.0,18.2,172.9
81,34,Urban,Silver,98,3.55,Afternoon,Premium,164,554.8869659163038,2.3823529411764706,Higher_demand,Lower_supply,574.0,1.3823529411764706,low peak,277.7147058823529,28.700000000000003,0.0,28.700000000000003,851.714705882353
45,20,Urban,Regular,80,4.73,Morning,Economy,63,192.61977241404605,2.25,Lower_demand,Higher_supply,220.5,1.25,low peak,0.0,5.5125,0.0,2.205,223.80749999999998
20,9,Urban,Silver,77,3.91,Evening,Economy,89,227.796524806166,2.2222222222222223,Lower_demand,Higher_supply,311.5,1.2222222222222223,low peak,0.0,7.7875000000000005,0.0,15.575000000000001,303.71250000000003
47,22,Rural,Silver,11,4.8,Afternoon,Premium,119,416.601648993299,2.1363636363636362,Lower_demand,Higher_supply,416.5,1.1363636363636362,low peak,0.0,20.825000000000003,0.0,20.825000000000003,416.5
33,18,Urban,Gold,90,3.61,Evening,Premium,146,671.7128294096442,1.8333333333333333,Lower_demand,Higher_supply,511.0,0.8333333333333333,low peak,0.0,25.55,0.0,51.1,485.44999999999993
78,57,Rural,Silver,5,4.82,Morning,Premium,127,552.6397714448676,1.368421052631579,Lower_demand,Higher_supply,444.5,0.368421052631579,low peak,0.0,22.225,0.0,22.225,444.5
26,12,Rural,Silver,9,3.75,Afternoon,Economy,115,321.37240510655704,2.1666666666666665,Lower_demand,Higher_supply,402.5,1.1666666666666665,low peak,0.0,10.0625,0.0,20.125,392.4375
62,21,Rural,Regular,61,4.57,Night,Economy,56,215.4338699200544,2.9523809523809526,Higher_demand,Lower_supply,196.0,1.9523809523809526,low peak,133.93333333333334,4.9,0.0,1.96,332.87333333333333
84,59,Suburban,Silver,67,4.27,Morning,Premium,164,758.9961232252967,1.423728813559322,Lower_demand,Higher_supply,574.0,0.423728813559322,low peak,0.0,28.700000000000003,0.0,28.700000000000003,574.0
49,8,Urban,Regular,1,4.06,Afternoon,Premium,157,694.4247148756359,6.125,Higher_demand,Lower_supply,549.5,5.125,Peak hours,985.665625,27.475,54.95,5.495,1612.0956250000002
34,22,Suburban,Gold,34,3.64,Morning,Economy,176,617.3632185255483,1.5454545454545454,Lower_demand,Higher_supply,616.0,0.5454545454545454,low peak,0.0,15.4,0.0,61.6,569.8
49,30,Rural,Silver,86,3.62,Afternoon,Premium,69,328.63536897966003,1.6333333333333333,Lower_demand,Higher_supply,241.5,0.6333333333333333,low peak,0.0,12.075000000000001,0.0,12.075000000000001,241.5
83,50,Rural,Regular,7,3.66,Evening,Premium,100,376.3000600585162,1.66,Lower_demand,Higher_supply,350.0,0.6599999999999999,low peak,0.0,17.5,0.0,3.5,364.0
88,5,Urban,Silver,89,3.59,Night,Economy,27,70.20380336705749,17.6,Higher_demand,Lower_supply,94.5,7.0,Peak hours,231.52499999999998,2.3625000000000003,9.450000000000001,4.7250000000000005,333.11249999999995
90,71,Suburban,Gold,88,3.84,Morning,Economy,167,451.6848649701074,1.267605633802817,Lower_demand,Higher_supply,584.5,0.267605633802817,low peak,0.0,14.6125,0.0,58.45,540.6624999999999
65,5,Rural,Silver,24,3.54,Night,Economy,119,301.40392677127403,13.0,Higher_demand,Lower_supply,416.5,7.0,Peak hours,1020.4249999999998,10.412500000000001,12.495,20.825000000000003,1439.0074999999995
73,28,Urban,Silver,22,4.57,Afternoon,Economy,53,153.39607111804412,2.607142857142857,Higher_demand,Lower_supply,185.5,1.6071428571428572,low peak,104.34375,4.6375,0.0,9.275,285.20625
85,62,Suburban,Silver,54,3.78,Morning,Economy,114,339.66230419418656,1.3709677419354838,Lower_demand,Higher_supply,399.0,0.37096774193548376,low peak,0.0,9.975000000000001,0.0,19.950000000000003,389.02500000000003
65,27,Rural,Gold,62,3.54,Night,Premium,162,733.4425366578176,2.4074074074074074,Higher_demand,Lower_supply,567.0,1.4074074074074074,low peak,279.3,28.35,0.0,56.7,817.9499999999999
74,42,Urban,Gold,88,3.5,Evening,Economy,77,203.8363809804033,1.7619047619047619,Lower_demand,Higher_supply,269.5,0.7619047619047619,low peak,0.0,6.737500000000001,0.0,26.950000000000003,249.28750000000002
41,7,Rural,Gold,68,4.3,Evening,Premium,66,284.5088586099128,5.857142857142857,Higher_demand,Lower_supply,231.0,4.857142857142857,Peak hours,392.69999999999993,11.55,6.93,23.1,619.0799999999998
79,23,Urban,Gold,88,3.88,Night,Economy,164,492.1134583590864,3.4347826086956523,Higher_demand,Lower_supply,574.0,2.4347826086956523,Peak hours,489.1478260869565,14.350000000000001,57.400000000000006,57.400000000000006,1077.4978260869564
53,7,Urban,Silver,64,4.55,Night,Premium,10,86.19117981050438,7.571428571428571,Higher_demand,Lower_supply,35.0,6.571428571428571,Peak hours,80.5,1.75,3.5,1.75,119.0
35,14,Urban,Silver,74,5.0,Night,Premium,175,727.8809447636283,2.5,Higher_demand,Lower_supply,612.5,1.5,low peak,321.56249999999994,30.625,0.0,30.625,934.0625
53,40,Rural,Gold,79,3.66,Evening,Premium,30,158.65264164620277,1.325,Lower_demand,Higher_supply,105.0,0.32499999999999996,low peak,0.0,5.25,0.0,10.5,99.75
36,23,Urban,Silver,42,4.66,Morning,Economy,14,44.52503661261306,1.565217391304348,Lower_demand,Higher_supply,49.0,0.5652173913043479,low peak,0.0,1.225,0.0,2.45,47.775
38,25,Urban,Regular,2,4.24,Morning,Premium,128,452.4258268814717,1.52,Lower_demand,Higher_supply,448.0,0.52,low peak,0.0,22.400000000000002,0.0,4.48,465.91999999999996
52,36,Rural,Silver,1,4.52,Morning,Premium,36,152.64047921471024,1.4444444444444444,Lower_demand,Higher_supply,126.0,0.4444444444444444,low peak,0.0,6.300000000000001,0.0,6.300000000000001,126.00000000000001
91,64,Suburban,Regular,26,4.56,Morning,Premium,96,420.2245689053783,1.421875,Lower_demand,Higher_supply,336.0,0.421875,low peak,0.0,16.8,0.0,3.36,349.44
87,5,Urban,Silver,59,4.32,Night,Economy,42,151.35930066309265,17.4,Higher_demand,Lower_supply,147.0,7.0,Peak hours,360.15,3.6750000000000003,14.700000000000001,7.3500000000000005,518.175
96,20,Suburban,Gold,88,3.6,Evening,Premium,71,242.27196569085137,4.8,Higher_demand,Lower_supply,248.5,3.8,Peak hours,330.50499999999994,12.425,12.425,24.85,579.0049999999998
83,59,Urban,Gold,8,4.85,Morning,Economy,31,119.0485543701777,1.4067796610169492,Lower_demand,Higher_supply,108.5,0.4067796610169492,low peak,0.0,2.7125000000000004,0.0,10.850000000000001,100.36250000000001
48,23,Rural,Gold,0,4.46,Afternoon,Economy,174,472.56954081275165,2.0869565217391304,Lower_demand,Higher_supply,609.0,1.0869565217391304,low peak,0.0,15.225000000000001,0.0,60.900000000000006,563.325
65,19,Suburban,Silver,24,4.59,Evening,Economy,96,334.6493506052282,3.4210526315789473,Higher_demand,Lower_supply,336.0,2.4210526315789473,Peak hours,284.7157894736842,8.4,16.8,16.8,629.1157894736842
79,29,Suburban,Silver,0,4.86,Morning,Economy,127,406.0855256604135,2.7241379310344827,Higher_demand,Lower_supply,444.5,1.7241379310344827,low peak,268.2327586206896,11.1125,0.0,22.225,701.6202586206895
100,22,Suburban,Silver,45,4.23,Night,Premium,141,551.365137615676,4.545454545454546,Higher_demand,Lower_supply,493.5,3.545454545454546,Peak hours,612.3886363636364,24.675,24.675,24.675,1130.5636363636363
73,63,Suburban,Silver,25,4.19,Afternoon,Economy,129,534.0181945871103,1.1587301587301588,Lower_demand,Higher_supply,451.5,0.15873015873015883,low peak,0.0,11.287500000000001,0.0,22.575000000000003,440.21250000000003
79,67,Rural,Gold,56,4.01,Evening,Premium,151,501.2363000548165,1.1791044776119404,Lower_demand,Higher_supply,528.5,0.17910447761194037,low peak,0.0,26.425,0.0,52.85,502.07499999999993
